材料说明,来源类型,文件大小,大小MiB,SHA256,本地保管路径,未提交原因
_superlu.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,460809,0.439,1569f4e79327e2a83620b3dc1466bec7b3d9c68d58fad64cb1ff40a8b7226aee,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_dsolve\_superlu.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_arpack.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,527265,0.503,b6a30ab9d7f2b3d5e9cd6bd4f04d80c2713075b4287df0253dca927aa8aacb57,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_eigen\arpack\_arpack.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_iterative.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,329633,0.314,a276c91213eba5fe68737bc8fba9dc4c810145949a5a4a54121d1ddab96270a2,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_isolve\_iterative.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_cpropack.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,264521,0.252,7afe778a837efa3eb800d603886f977012c781d218ed344c8358142aa9d27c00,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_propack\_cpropack.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_dpropack.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,264473,0.252,c30577594cc2119009293135c948ba8c6233d3559eca7fb2c5c93edaefbbbcac,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_propack\_dpropack.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_spropack.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,264473,0.252,2e80441a505dceb2f1c5ce4654908cee8103005ed145856788984bf05754ec97,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_propack\_spropack.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_zpropack.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,264521,0.252,80ef59239c12f63a43266c4e35ddd61a942edbe5ffb25e0c5bb404b4c31e7d5f,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\sparse\linalg\_propack\_zpropack.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_ckdtree.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,858704,0.819,d0ae6d195e30c9bdaecbd432dfd930b6e34fd6ea32a2cd13597e9bfe35c42bd1,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\_ckdtree.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_distance_pybind.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,433832,0.414,9e5a7fc23491aa9d683156231225e3715001966365362984cb2727e64923da1b,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\_distance_pybind.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_distance_wrap.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,142584,0.136,d9918a21d50747624e4dc30c8e54afa237dd8a2acec8984715b4460dca71ac00,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\_distance_wrap.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_hausdorff.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,243616,0.232,c752076a5a934576695bdccd398c2535e8614ed9d5b329528ad4dc748e1f64fa,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\_hausdorff.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_qhull.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,1184049,1.129,a16bc8536ec66e96072dc01bd8bf35fff6700440217959e8347d59d564ebfb9e,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\_qhull.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_voronoi.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,242584,0.231,f9ae26f79433d7256537af08d24994e0f566385cf2ba646e46dcf0b0a59774c5,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\_voronoi.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_rotation.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,681448,0.650,239f79ec9bc2db26b19408281ea7e21d3dd758c5b3168a0dd0a85c23402bf0b6,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\spatial\transform\_rotation.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_comb.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,78336,0.075,9d4c70a2b8320e8ceb9cc6f5479ea578fe7ee2c73921cd236dc708254d7f38de,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\_comb.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_ellip_harm_2.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,199137,0.190,eb9dfc7693e399847455160f89d12bb92d4e131c86c254ab9e29a238e30cfd7d,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\_ellip_harm_2.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_specfun.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,460665,0.439,0b1e6de32b65d850619e86febd3722fc478bb7fd8de824c4b130538a3fcb4e11,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\_specfun.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_test_internal.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,247992,0.237,e5a7e33ebcf836cf4dde1946b0cf4bf4aa728027a8624a2df3850d88bc7204b4,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\_test_internal.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_ufuncs.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,1773617,1.691,95700b7be889a3b37332fc8a2ef1386fde485cfe7977fda792c2fde74f02b846,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\_ufuncs.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_ufuncs_cxx.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,470056,0.448,059c12229d28d6fc9b351b4bc87ed34d988eb1a57b374866ccb05c76c1af0244,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\_ufuncs_cxx.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
cython_special.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,2494369,2.379,9c7bca004a8dd1b3d41eed949e8154bcb1c0ee9079d448b326f7ca49b91bb10f,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\special\cython_special.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_biasedurn.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,420656,0.401,b815a73334d45f4eefe79ec0147cdb65f29a06958a6345bf45e17886d80967a4,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_biasedurn.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
beta_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,477400,0.455,07753aacf0dcd35f2e9bccd0f1eb9a5221c25c2c087c6765e0ecdf6eea03c7d5,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\beta_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
binom_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,413144,0.394,9a72fbdd2f68a8e83b3fa009c7719e44cffbc2a139cc2575563d51b95f847ca3,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\binom_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
hypergeom_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,251096,0.239,58840bc4fd5aea5daab6dd7903917602f0ac5b83730b6e3debae136ac81c976c,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\hypergeom_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
invgauss_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,338136,0.322,0728a9b7451e9466e0007ad958023da72a94a0bc7fe62b8470648383f9229b23,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\invgauss_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
nbinom_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,413976,0.395,420209dddbf95a9e06d82e362165c5c23f77153e4b260abd714210289d803721,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\nbinom_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
ncf_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,335648,0.320,eb375a00557c95841981c9031cc7d9e7e2e55af1c5ec736b66f1ac77c2155f33,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\ncf_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
nct_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,483192,0.461,55c02b3ab2ee15f392084759b45d43629d136cd0fe212890fa6bb2a72f6eceee,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\nct_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
ncx2_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,407584,0.389,391163b26f6a35f4082fac880bc2f903f8cc8060c2029e873626e89e16688ae8,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\ncx2_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
skewnorm_ufunc.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,359400,0.343,1fe131372c27394e1564b7bd847d36a33d9b854d1f94b0fa149951ece416fd69,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_boost\skewnorm_ufunc.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
levyst.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,79904,0.076,1ae494e30ed10e480054b8e24815958a14ac49a1dc186572526c6399ee60bf16,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_levy_stable\levyst.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_mvn.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,80992,0.077,829263cf7238339a09dfb6a18119076b0dfffb279b5b4b004ae1fa3caa707f53,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_mvn.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_qmc_cy.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,259496,0.247,3d0007a983b8aa99e9f0584d07cdfb45507557ad9f8b32490d7a43cd2410aa93,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_qmc_cy.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
rcont.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,386376,0.368,7c7b6bcfcdae312f034fcc1249305b087d1568112bf42256bcee054ff95c95d6,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_rcont\rcont.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_sobol.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,332000,0.317,30b30687e4bf9af0157212a3ad424330d6bf93ade2ee3076e07728b0d9e1edda,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_sobol.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_statlib.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,78744,0.075,4accd2a81bd862042e220bf33c17904e97307f086d3f0d9b65c043fbbe2a6e5b,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_statlib.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_stats.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,703552,0.671,462956eb558f3763bdd88fadb3c4d323ec32651fe1aa839b39ed93a7b1195db5,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_stats.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
_stats_pythran.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,166472,0.159,6753e615efe3a7beca46f3223c073394e9eb2c6db0d5c5c796fa51048fa818f7,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_stats_pythran.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
unuran_wrapper.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,1403464,1.338,4f6b85a10b4d4a7e3be7727226c8d1969f63b030fe8ca1168510e5420963fa2c,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy\stats\_unuran\unuran_wrapper.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
libopenblasp-r0-dff490c2.3.18.so,历史固件研究材料,23401273,22.317,4c93ea099b2e32085bebea3aa514e46d11a5fae7c93a3f2e48bc491568fdaae7,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_arm_example\1.0.2.0\module\r1_arm_example\file\unitree\module\r1_arm_example\lib\python3.8\site-packages\scipy.libs\libopenblasp-r0-dff490c2.3.18.so,禁止的固件、压缩包、模型、共享库或抓包类型
camera_ko.zip,历史固件研究材料,359203,0.343,09a1ba8202bff497b0118cef573b2d1191ac60e2b057ea81fd51aec85b76be08,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_stereo_patch_pc1\0.0.1.40\module\r1_stereo_patch_pc1\file\unitree\module\r1_stereo_patch_pc1\camera_ko.zip,禁止的固件、压缩包、模型、共享库或抓包类型
client_server_transfer_full_img_y16.tar.gz,历史固件研究材料,29448,0.028,613b75cd10477efeb14ae46205a65d70c3eef41ce72d38a50d23747ecb8aa66e,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\r1_stereo_patch_pc1\0.0.1.40\module\r1_stereo_patch_pc1\file\unitree\module\r1_stereo_patch_pc1\client_server_transfer_full_img_y16.tar.gz,禁止的固件、压缩包、模型、共享库或抓包类型
libgstrtspserver-1.0.so,历史固件研究材料,403976,0.385,555362245603a3e55240f4c2f0aebc8025d247a6a64df7c2f21a999de363835c,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\unitree_patch\1.0.1.14\module\unitree_patch\file\unitree\lib\libgstrtspserver-1.0.so,禁止的固件、压缩包、模型、共享库或抓包类型
_zmq.cpython-38-aarch64-linux-gnu.so,历史固件研究材料,463281,0.442,e0e9b5745cc28a4d05087b9bb38ea6e24aaef3b3d82d3a6fad15aa1ec0136b70,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\unitree_patch\1.0.1.14\module\unitree_patch\file\usr\local\lib\python3.8\dist-packages\zmq\backend\cython\_zmq.cpython-38-aarch64-linux-gnu.so,禁止的固件、压缩包、模型、共享库或抓包类型
librkaudio_vqe.so,历史固件研究材料,8851392,8.441,9b78095b74b9e952d74032db1d995b0f143a5766b60e698f386b9967396443db,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\librkaudio_vqe.so,禁止的固件、压缩包、模型、共享库或抓包类型
librkauth_tool.so,历史固件研究材料,665032,0.634,1c6ddbc5ba931f151991f4ecc6edc3c7d1ff60917a4c1f00e93fee6d256363ff,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\librkauth_tool.so,禁止的固件、压缩包、模型、共享库或抓包类型
librknnrt.so,历史固件研究材料,7726232,7.368,d31fc19c85b85f6091b2bd0f6af9d962d5264a4e410bfb536402ec92bac738e8,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\librknnrt.so,禁止的固件、压缩包、模型、共享库或抓包类型
model4.bin,历史固件研究材料,4298644,4.100,e14947d46625c8a9c1c19a60ce17149776b7f445be37aac2f141c1c42fd3ddbc,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\model4.bin,禁止的固件、压缩包、模型、共享库或抓包类型
model5.bin,历史固件研究材料,704268,0.672,8207a82dbcfdfc638f15db17ad1eff8ec0e3119bddc79b19c03de22d423ec917,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\model5.bin,禁止的固件、压缩包、模型、共享库或抓包类型
model6.bin,历史固件研究材料,255496,0.244,ee6ffcc381218f1fc4afad2dba979b389f0c648fe47f256b1e3f1eea767baa69,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\model6.bin,禁止的固件、压缩包、模型、共享库或抓包类型
rkeqdrc_para_ai_16000_1ch_16bit.bin,历史固件研究材料,2176,0.002,ec9b3f09f8eee93358ddf48c4001bd9df124948d08a799c4144adb6039ad7979,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\ota\backup\module\vui_service\2.2.0.19\module\vui_service\file\unitree\module\vui_service\deps\rkap\rkeqdrc_para_ai_16000_1ch_16bit.bin,禁止的固件、压缩包、模型、共享库或抓包类型
r1-待验证(1).zip,历史固件研究材料,511091,0.487,808e00eb4801e83091357cbef2fe30db9f230596ca9b375db7b989452be560b2,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\r1-待验证(1).zip,禁止的固件、压缩包、模型、共享库或抓包类型
init_check.bin,历史固件研究材料,186,0.000,4652af23cb4787c6e4bf36bfa9f53f9d4ef9fd2d61b33449ca60d890943baef6,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\tools\_archive\payloads\init_check.bin,禁止的固件、压缩包、模型、共享库或抓包类型
init_live_raw.bin,历史固件研究材料,170,0.000,23436ddf530c3acc51d813cd0ea2a12a4adefe04284f5592da55ba673cb578ee,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\tools\_archive\payloads\init_live_raw.bin,禁止的固件、压缩包、模型、共享库或抓包类型
master_service.LOG.1,历史固件研究材料,97004916,92.511,585e5e94b81916069bf84e47b62be70e238cd266aede9c41ad867970e68d81c0,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\var\log\master_service\master_service.LOG.1,超过 50 MiB
robot_state_service.LOG.1,历史固件研究材料,100000054,95.367,c9e5c72dca2b29832394d82e8ff45b239b1e5df6f9a1da41bb3fbbfbde9c2baa,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2\var\log\robot_state\robot_state_service.LOG.1,超过 50 MiB
real_unitree_r1_1.4.2.zip,历史固件研究材料,1169446416,1115.271,5c6f01a1c9b6e50cfffd3c095a1b10fc7f9e0d3affa53a82aef34c708acd1422,C:\zyh\work\宇树固件\real_unitree_r1_1.4.2.zip,超过 50 MiB；禁止的固件、压缩包、模型、共享库或抓包类型
doggo2_base.apk,历史固件研究材料,185490971,176.898,71c9a34b1ec972f944007d4d8474e1bc3391dca1192fa2b46bc7b19be02a9e27,C:\zyh\work\宇树固件\security_reports\live_check\doggo2_base.apk,超过 50 MiB；禁止的固件、压缩包、模型、共享库或抓包类型
libcrypto.so,历史固件研究材料,2711264,2.586,9007706842cfdca68526afe5d7753631a313ca1a30733f99d5e1424733de5aa5,C:\zyh\work\宇树固件\unitree_R1_Air_Edu_Pro_1.4.2.8\extracted\modules_unpacked\ai_sport_1.0.2.154\ai_sport\module\ai_sport\file\unitree\module\ai_sport\lib\libcrypto.so,禁止的固件、压缩包、模型、共享库或抓包类型
libdds_security_ac.so,历史固件研究材料,370696,0.354,7be3bc1317615bf9481d5088ebaf324d9920c766d2c633261dd42427cd875698,C:\zyh\work\宇树固件\unitree_R1_Air_Edu_Pro_1.4.2.8\extracted\modules_unpacked\ai_sport_1.0.2.154\ai_sport\module\ai_sport\file\unitree\module\ai_sport\lib\libdds_security_ac.so,禁止的固件、压缩包、模型、共享库或抓包类型
libdds_security_auth.so,历史固件研究材料,330472,0.315,b91f64e23045e088d69290d1b981f98af8b169983b3005fa2425b4075827077a,C:\zyh\work\宇树固件\unitree_R1_Air_Edu_Pro_1.4.2.8\extracted\modules_unpacked\ai_sport_1.0.2.154\ai_sport\module\ai_sport\file\unitree\module\ai_sport\lib\libdds_security_auth.so,禁止的固件、压缩包、模型、共享库或抓包类型
libdds_security_crypto.so,历史固件研究材料,511280,0.488,27f9ebe25934fc3e3d0d0fc3c1ba14772a5b0fb5e93b9706de5154cd6fb5cd4b,C:\zyh\work\宇树固件\unitree_R1_Air_Edu_Pro_1.4.2.8\extracted\modules_unpacked\ai_sport_1.0.2.154\ai_sport\module\ai_sport\file\unitree\module\ai_sport\lib\libdds_security_crypto.so,禁止的固件、压缩包、模型、共享库或抓包类型
